,Open,High,Low,Close,Label
1572,27.80664,28.11153,27.520477,27.814621,1
1573,27.562021,27.87289,27.286512,27.584637,1
1574,27.489126,27.776392,27.173485,27.43819,0
1575,27.277912,27.587467,27.010387,27.319,0
1576,27.18715,27.486486,26.908525,27.195024,1
1577,27.076805,27.394836,26.829832,27.144276,0
1578,27.08839,27.390144,26.820557,27.119339,1
1579,26.921024,27.214624,26.641699,26.921715,1
1580,27.01866,27.364292,26.769133,27.107437,0
1581,27.079533,27.377592,26.806368,27.098007,1
1582,26.93959,27.25991,26.681221,26.985088,1
1583,27.1143,27.430788,26.847061,27.160192,1
1584,27.082924,27.392227,26.81937,27.124687,1
1585,27.101944,27.40668,26.838428,27.14104,0
1586,27.092682,27.398619,26.827766,27.130016,0
1587,27.109364,27.451748,26.849174,27.186455,1
1588,24.196579,24.473888,23.945013,24.20669,1
1589,24.374138,24.667645,24.102108,24.373388,1
1590,24.35613,24.62074,24.037992,24.25893,0
1591,23.649881,23.87655,23.326328,23.501816,1
1592,23.331308,23.619404,23.11282,23.387447,0
1593,23.667122,23.957653,23.450823,23.733429,1
1594,23.95887,24.256538,23.652351,23.910484,1
1595,23.699087,23.967123,23.447388,23.69767,1
1596,23.669956,23.94842,23.456661,23.732075,1
1597,23.497952,23.741251,23.214287,23.422922,1
1598,23.157759,23.425203,22.93151,23.192204,0
1599,23.107418,23.373518,22.890867,23.154602,0
1600,23.242115,23.5136,22.951872,23.19568,0
1601,22.874199,23.12053,22.625866,22.859741,0
1602,22.878616,23.138617,22.643024,22.895191,0
1603,22.707823,22.951588,22.46103,22.686756,0
1604,22.595032,22.895014,22.403748,22.702042,1
1605,23.031021,23.276052,22.758171,22.977608,0
1606,23.122566,23.436495,22.938602,23.251,0
1607,23.639202,23.925314,23.418716,23.702015,1
1608,23.711018,23.982044,23.479387,23.738558,1
1609,23.430124,23.674164,23.146978,23.361927,1
1610,23.030106,23.258366,22.733906,22.92273,0
1611,22.717068,22.98546,22.51343,22.776632,1
1612,22.818596,23.072374,22.585926,22.827143,1
1613,22.636889,22.87617,22.397186,22.62646,0
1614,22.314823,22.55347,22.060356,22.266462,0
1615,22.150654,22.394753,21.913982,22.145992,0
1616,22.049297,22.3078,21.845009,22.1007,0
1617,22.05796,22.292658,21.82211,22.043083,0
1618,21.88795,22.12045,21.644495,21.857822,0
1619,21.683872,21.921682,21.436825,21.652866,0
1620,21.657913,21.933435,21.474102,21.746264,0
1621,21.948023,22.213074,21.751554,22.00623,1
1622,21.96208,22.236305,21.762264,22.025688,1
1623,22.244772,22.538652,22.062885,22.354435,1
1624,22.580967,22.836784,22.356873,22.609707,0
1625,22.70787,23.018631,22.526041,22.832296,1
1626,22.971931,23.22522,22.73056,22.965876,1
1627,22.716732,22.950844,22.459843,22.67414,0
1628,22.701115,22.973381,22.496408,22.768112,0
1629,22.938637,23.193775,22.69939,22.949003,1
1630,23.007952,23.289835,22.802631,23.081984,0
1631,23.348476,23.633982,23.134182,23.413345,1
1632,23.473309,23.721548,23.215302,23.447685,1
1633,23.544933,23.829735,23.337591,23.6181,0
1634,23.424297,23.679316,23.186428,23.434124,1
1635,23.484997,23.74986,23.256546,23.520943,0
1636,23.400791,23.655018,23.156544,23.404879,1
1637,23.466301,23.73863,23.241127,23.509974,0
1638,23.103642,23.372934,22.86745,23.103516,0
1639,22.748756,22.994238,22.511074,22.747272,0
1640,22.380943,22.6257,22.140472,22.374683,0
